age,indus,indus_yard_owner,indus_yard_manager,indus_ft_groom,indus_pt_groom,indus_pt_ride_train,indus_ft_ride_train,indus_instructor,indus_indus_prof,indus_lecturer,indus_committee,indus_retail,blank,indus_open,prof_farrier,prof_edt,prof_physio,prof_alt_therapy,prof_saddler,prof_nutritionist,prof_eq_vet,prof_eq_vn,prof_vet,prof_vn,prof_open,yrs,org,org_bhs_scot,org_bhs,org_pc,org_breed_assoc,org_bs,org_bs_duplicate,org_be,org_bd,org_bsha,org_serc,org_rda,org_bds,org_rc,org_open,qual,qual_bhs1_2,qual_bhs3_4,qual_bhs_prof,qual_pc_a,qual_pc_bc,qual_pc_de,qual_nc_horse,qual_hnc_eq,qual_hnd_eq,qual_svq_3,qual_svq_1_2,qual_ma,qual_dipwcf,qual_ntq_sadd,qual_ug_eq,qual_pg_eq,qual_vn_qual,qual_vet_qual,qual_open,conf_pastureman,conf_herdman,conf_turnoutroutine,conf_typepf,conf_amountpf,conf_typef,conf_amountf,conf_rug,bcs_monitor,bcs_how,bcs_how_open,bcs_by_prof,wgt_monitor,wgt_how,wgt_summer,wgt_autumn,wgt_winter,wgt_spring,pres_forage_spring_sum,pres_forage_aut_wint,pres_forage_choice,pres_forage_lam,pres_forage_ems,pres_forage_weight,pres_forage_colic,pres_forage_egus,pres_forage_resp,pres_forage_yard_availability,pres_forage_region_availability,pres_forage_cost,pres_forage_open,pres_forage_feed,pres_forage_prefer_other,pres_forage_pref_same_fed,pres_forage_analysis,pres_forage_analysis_aware,feed_bal,feed_bal_reason_forage,feed_bal_reason_boost,feed_bal_reason_conc,feed_bal_reason_replace,feed_bal_reason_cal,feed_bal_reason_energy,feed_bal_reason_munch,feed_bal_reason_open,exercise_imp,conf_rec_lam,conf_rec_obesity,conf_rec_ems,conf_rec_colic,conf_rec_ppid,conf_rec_loc
Under 18,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,04-Sep,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Daily,Estimation through visual assessment only,NA,Yes,Daily,Tape measure,Aim to encourage weight loss,Aim to encourage weight loss,Aim to maintain weight,Aim to encourage weight loss,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Mixture of hay and haylage,NA,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,Maintaining fitness for their discipline,4,4,2,4,2,4
41-60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,?30,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Fairly confident,Very confident,Fairly confident,Fairly confident,Very confident,Very confident,Very confident,Very confident,Daily,Estimation through visual assessment and feeling the horse's body,NA,No,Weekly,Tape measure,Aim to encourage weight loss,Aim to encourage weight loss,Aim to maintain weight,Aim to maintain weight,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,"If restricted grazing, I give hay or straw too",Hay,NA,Yes,No,No,No,No,No,No,No,No,No,No,No,Enjoyment / hobby,4,4,1,4,3,3
26-40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,20-29,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Monthly,"Measurement of heart-girth, belly-girth and neck",NA,Yes,Monthly,Tape measure,Aim to encourage weight loss,Aim to encourage weight loss,Aim to encourage weight loss,Aim to encourage weight loss,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Hay,NA,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Relieving boredom / providing stimulation,5,5,3,5,5,5
41-60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,?30,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Occasionally,Estimation through visual assessment and feeling the horse's body,NA,No,Occasionally,Tape measure,Aim to maintain weight,Aim to maintain weight,Aim to maintain weight,Aim to maintain weight,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Hay,NA,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,Training & development,1,1,2,1,2,1
Over 60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,?30,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Weekly,Estimation through visual assessment only,NA,No,Occasionally,Tape measure,Aim to maintain weight,Aim to maintain weight,Aim to maintain weight,Aim to maintain weight,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Haylage,NA,Yes,Don't know,Yes,No,No,No,No,No,No,No,No,No,Enjoyment / hobby,5,5,4,5,4,5
18-25,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,01-Mar,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,UKCC L2 Equestrian Coaching,Fairly confident,Neutral,Fairly confident,Not confident at all,Not confident at all,Fairly confident,Fairly confident,Fairly confident,Weekly,"Measurement of heart-girth, belly-girth and neck",NA,Yes,Weekly,Tape measure,Aim to encourage weight loss,Aim to encourage weight loss,Aim to maintain weight,Aim to encourage weight loss,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Soaked hay,NA,No,No,Yes,No,No,No,No,No,No,No,No,No,Training & development,5,5,4,5,2,5
26-40,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Oct-19,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Very confident,Very confident,Very confident,Fairly confident,Very confident,Fairly confident,Very confident,Very confident,Weekly,Body condition scoring using a 1-9 scale system,Plus monthly weigh bridge,Yes,Monthly,Weighbridge,Aim to maintain weight,Aim to maintain weight,Aim to encourage weight loss,Aim to maintain weight,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Soaked hay,NA,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Managing weight,4,5,4,4,4,5
Under 18,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,?30,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Daily,Estimation through visual assessment and feeling the horse's body,NA,No,Never,NA,Aim to maintain weight,Aim to maintain weight,Aim to maintain weight,Aim to maintain weight,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Mixture of hay and haylage,NA,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Enjoyment / hobby,5,5,1,5,1,5
18-25,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Oct-19,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Certificate in Equine Nutrition,Very confident,Fairly confident,Very confident,Very confident,Very confident,Fairly confident,Fairly confident,Very confident,Monthly,Body condition scoring using a 1-5 scale system,We also have weigh scales,Yes,Monthly,Weighbridge,Aim to encourage weight loss,Aim to encourage weight loss,Aim to maintain weight,Aim to maintain weight,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,Soaked hay,NA,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,Maintaining fitness for their discipline,5,5,4,5,5,3
Over 60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,?30,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Trec & Western,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Weekly,Other,"Visual  - Tack fitting & weigh scales
",No,Weekly,Weighbridge,Aim to encourage weight loss,Aim to maintain weight,Aim to maintain weight,Aim to maintain weight,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Hay,NA,Yes,Don't know,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Maintaining fitness for their discipline,4,5,4,5,5,5
41-60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,?30,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Very confident,Very confident,Very confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Very confident,Monthly,Other,Weight tape,No,Monthly,Tape measure,Aim to maintain weight,Aim to maintain weight,Aim to maintain weight,Aim to maintain weight,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,"Forage is only fed when required, either to top up laminitic prone pint being strip grazed, or ponies tending to lose weight in the winter months. It is as and whn required, not all year round to all my ponies",Mixture of hay and haylage,"Depends on individual requirements, three of mine have RAO",Yes,No,Yes,No,No,No,No,No,No,No,No,No,Enjoyment / hobby,5,5,4,5,4,5
41-60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,01-Mar,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,A little,Neutral,A little,A little,Neutral,Neutral,Neutral,A little,Daily,Estimation through visual assessment and feeling the horse's body,NA,No,Weekly,Visual assessment,Aim to encourage weight loss,Aim to encourage weight loss,Aim to maintain weight,Aim to encourage weight loss,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Soaked hay,NA,No,No,Yes,No,No,No,No,No,No,No,No,No,Enjoyment / hobby,2,5,5,5,1,4
Over 60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,?30,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,A little,A little,A little,A little,A little,A little,A little,A little,Daily,Estimation through visual assessment and feeling the horse's body,NA,No,Daily,Visual assessment,Aim to encourage weight loss,Aim to maintain weight,Aim to maintain weight,Aim to maintain weight,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,"Age, teeth",Forage substitute (E.g. short chop fibre ),NA,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Laminitus programme,Relieving boredom / providing stimulation,4,4,1,3,3,4
41-60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,?30,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Daily,Estimation through visual assessment only,NA,No,Daily,Visual assessment,Aim to maintain weight,Aim to maintain weight,Aim to maintain weight,Aim to maintain weight,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Soaked hay,NA,Yes,No,No,No,No,No,No,No,No,No,No,No,Enjoyment / hobby,5,5,1,5,5,5
41-60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,?30,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,"Scottish carriage driving association,",Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,British Driving Society level 1 and 2,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Weekly,Estimation through visual assessment and feeling the horse's body,Occasionally attend weigh ins,No,Monthly,Weighbridge,Aim to maintain weight,Aim to encourage weight gain,Aim to maintain weight,Aim to maintain weight,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Mixture of hay and haylage,NA,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,To provide all nutrients for performance ponies,Training & development,5,5,3,4,4,5
26-40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,04-Sep,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Neutral,Neutral,Neutral,Neutral,Fairly confident,Neutral,Neutral,Neutral,Monthly,Estimation through visual assessment and feeling the horse's body,NA,Yes,Monthly,Visual assessment,Aim to encourage weight loss,Aim to maintain weight,Aim to maintain weight,Aim to maintain weight,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Hay,NA,Yes,No,No,No,No,No,No,No,No,No,No,No,In hand showing ,2,3,1,4,1,4
18-25,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,04-Sep,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Fairly confident,Fairly confident,Neutral,Neutral,Neutral,A little,A little,Neutral,Occasionally,Estimation through visual assessment and feeling the horse's body,NA,No,Occasionally,Tape measure,Aim to maintain weight,Aim to maintain weight,Aim to encourage weight loss,Aim to encourage weight loss,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Hay,NA,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Managing weight,3,4,2,3,2,3
41-60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,?30,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Neutral,Neutral,Never,NA,NA,No,Never,NA,Aim to maintain weight,Aim to maintain weight,Aim to maintain weight,Aim to maintain weight,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Hay,NA,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Relieving boredom / providing stimulation,5,5,5,5,5,5
Under 18,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,?30,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Very confident,Very confident,Fairly confident,Very confident,Very confident,Very confident,Very confident,Very confident,Daily,Estimation through visual assessment only,NA,Yes,Daily,Visual assessment,Aim to encourage weight loss,Aim to encourage weight loss,Aim to maintain weight,Aim to maintain weight,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,Mixture of hay and haylage,NA,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Managing weight,5,5,5,5,5,5
26-40,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Sanctuary Manager,No,No,No,No,No,No,No,No,No,No,No,01-Mar,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Diploma Equine Psychology & Behaviour. Diploma Horse Management & Care. ,Very confident,Very confident,Fairly confident,Fairly confident,Fairly confident,A little,A little,Fairly confident,Weekly,"Measurement of heart-girth, belly-girth and neck",NA,No,Weekly,Tape measure,Aim to encourage weight loss,Aim to encourage weight loss,Aim to maintain weight,Aim to maintain weight,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Hay,NA,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Managing weight,5,5,3,5,5,5
41-60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,20-29,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Weekly,"Measurement of heart-girth, belly-girth and neck",NA,Yes,Weekly,Tape measure,Aim to maintain weight,Aim to encourage weight gain,Aim to encourage weight loss,Aim to maintain weight,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,Soaked hay,NA,Yes,Don't know,Yes,No,No,No,No,No,No,No,No,No,Enjoyment / hobby,5,5,1,3,5,5
41-60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,?30,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Very confident,Very confident,Very confident,Fairly confident,Neutral,Neutral,Neutral,Very confident,Weekly,Estimation through visual assessment only,NA,No,Weekly,Visual assessment,Aim to encourage weight loss,Aim to maintain weight,Aim to maintain weight,Aim to maintain weight,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Haylage,NA,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Relieving boredom / providing stimulation,5,5,2,5,4,5
41-60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,?30,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,"Highland pony society Shetland pony society,neshpes north east of Scotland highland pony society  ",Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,A little,A little,A little,A little,A little,A little,A little,A little,Daily,Estimation through visual assessment and feeling the horse's body,NA,No,Daily,Visual assessment,Aim to encourage weight loss,Aim to encourage weight loss,Aim to maintain weight,Aim to maintain weight,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Hay,NA,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Enjoyment / hobby,5,5,1,5,1,5
Under 18,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Oct-19,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Fairly confident,Neutral,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Very confident,Weekly,Estimation through visual assessment and feeling the horse's body,"Look at her 
Is girth getting tighter/looser ",No,Never,NA,Aim to maintain weight,Aim to maintain weight,Aim to encourage weight loss,Aim to maintain weight,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Hay,NA,Yes,No,No,No,No,No,No,No,No,No,No,No,Enjoyment / hobby,4,3,1,4,1,3
41-60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,20-29,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Occasionally,Estimation through visual assessment and feeling the horse's body,NA,Yes,Occasionally,Visual assessment,Aim to maintain weight,Aim to maintain weight,Aim to maintain weight,Aim to maintain weight,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Mixture of hay and haylage,NA,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Training & development,4,5,4,5,5,5
Under 18,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Park time groom ,No,No,No,No,No,No,No,No,No,No,No,04-Sep,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Daily,Estimation through visual assessment and feeling the horse's body,NA,No,Daily,Visual assessment,Aim to encourage weight loss,Aim to maintain weight,Aim to maintain weight,Aim to encourage weight loss,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,None- my horse does not receive additional forage,NA,No,No,No,No,No,No,No,No,No,No,No,No,Managing weight,5,5,2,3,3,3
Over 60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,?30,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Fairly confident,Neutral,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Weekly,Body condition scoring using a 1-5 scale system,NA,No,Weekly,Visual assessment,Aim to maintain weight,Aim to maintain weight,Aim to maintain weight,Aim to maintain weight,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Hay,NA,No,Don't know,Yes,No,No,No,No,No,No,No,No,No,Enjoyment / hobby,5,5,1,5,5,5
41-60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,20-29,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Weekly,Estimation through visual assessment only,NA,No,Weekly,Tape measure,Aim to maintain weight,Aim to maintain weight,Aim to encourage weight loss,Aim to encourage weight loss,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Hay,NA,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Enjoyment / hobby,4,4,4,5,4,5
26-40,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,BD Judge,No,No,No,No,No,No,No,No,No,No,No,Oct-19,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Daily,Body condition scoring using a 1-5 scale system,NA,No,Weekly,Tape measure,Aim to encourage weight loss,Aim to encourage weight loss,Aim to encourage weight loss,Aim to encourage weight loss,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Soaked hay,NA,Yes,No,No,No,No,No,No,No,No,No,No,No,Maintaining fitness for their discipline,5,5,5,5,5,5
26-40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Oct-19,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Weekly,Estimation through visual assessment only,NA,No,Never,NA,Aim to maintain weight,Aim to encourage weight loss,Aim to encourage weight loss,Aim to encourage weight gain,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Soaked hay,NA,Yes,No,No,No,No,No,No,No,No,No,No,No,Maintaining fitness for their discipline,5,3,1,1,1,1
26-40,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,01-Mar,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,British Equestrian Vaulting,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Monthly,Estimation through visual assessment and feeling the horse's body,NA,No,Monthly,Tape measure,Aim to maintain weight,Aim to maintain weight,Aim to maintain weight,Aim to maintain weight,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Soaked hay,NA,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Enjoyment / hobby,4,5,3,5,4,5
41-60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,?30,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Daily,Body condition scoring using a 1-5 scale system,NA,No,Occasionally,Weighbridge,Aim to maintain weight,Aim to maintain weight,Aim to maintain weight,Aim to maintain weight,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Mixture of hay and haylage,NA,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Maintaining fitness for their discipline,5,5,4,5,4,5
26-40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,04-Sep,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Very confident,Fairly confident,Very confident,Fairly confident,Fairly confident,Fairly confident,Neutral,Very confident,Weekly,"Measurement of heart-girth, belly-girth and neck",NA,Yes,Monthly,Tape measure,Aim to encourage weight loss,Aim to maintain weight,Aim to maintain weight,Aim to encourage weight loss,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Hay,NA,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Maintaining fitness for their discipline,5,5,3,5,2,5
